count,overhead
1,1.05717655629
2,1.57818969612
3,2.00939256065
4,2.07577066862
5,1.20851900752
6,2.02924581654
7,1.52104004655
8,1.05634986711
9,1.59706768621
10,1.53250145337
11,1.6005649552
12,2.05334892973
13,2.87309379272
14,1.77073420592
15,1.59715663116
16,1.93907975372
17,1.67651548109
18,1.75660490144
19,1.15736985341
20,1.62440285014
21,2.01480691327
22,1.10898621022
23,1.8222594905
24,2.37449511244
25,1.05378908648
26,1.46576300806
27,1.27108696614
28,1.88830177262
29,2.47867230775
30,1.73178242006
31,2.53071322315
32,2.05068400299
33,1.04363643353
34,1.08197569936
35,1.62192837227
36,1.22318285874
37,1.39835213795
38,1.97605563983
39,1.18685161727
40,1.53731305604
41,1.36751892451
42,1.23761881483
43,1.08318898207
44,1.51176447455
45,1.18435232703
46,1.72281166904
47,1.09633516751
48,1.18533238374
49,1.06331525943
50,2.02511926727
51,1.21368645007
52,1.35683422164
53,1.2745749026
54,2.13146497588
55,1.76369818206
56,1.9740509852
57,1.12056718035
58,1.24580416964
59,1.78708820765
60,8.10170834322
61,2.74613402152
62,1.89169715688
63,3.59340494099
64,1.51022211196
65,1.04861333467
66,1.6014495361
67,2.09263258581
68,1.06785982484
69,2.03420321798
70,2.59343653801
71,1.06919325344
72,1.53623017873
73,1.75548622176
74,1
75,1.37247072547
76,1.9021675068
77,1.73324293274
78,2.63153675435
79,1.56492163502
80,3.59588511013
81,1.57066738884
82,1.60512447786
83,1.35496730433
84,3.7242723987
85,1.76748243298
86,1.92763425307
87,1.81254337879
88,1.11046260954
89,1.08225619181
90,1.80813928043
91,1.73341695775
92,1.18645606396
93,1.1655687887
94,1.27929034713
95,1.80147037289
96,1.20993496444
97,1.78456759138
98,2.86981280105
99,2.38232540414
100,1.0785659739
101,2.02828101626
102,1.87480612651
103,1.81321285042
104,2.51047356826
105,1.97962799327
106,1.5198846437
107,2.03307077936
108,1.44664939446
109,1.90638544029
110,2.23499176454
111,1.62497855764
112,2.95001679715
113,1.19441673708
114,1.69160065657
115,1.13800816877
116,2.39689422942
117,1.21878988164
118,2.33532262981
119,1.09374244152
120,1.49028800702
121,1.77841609483
122,1.27440790996
123,1.03711191551
124,1.05873446051
125,1.96606800803
126,1.77362590926
127,2.61096085479
128,1.6247930862
129,2.03537743979
130,1.07979970441
131,1.61271105215
132,1.07350128099
133,2.42288638666
134,1.60253928787
135,1.98729516543
136,1.67377804545
137,1.80385672771
138,2.70060999441
139,2.17587371864
140,1.4381297425
141,1.03906079848
142,2.307974686
143,1.12697203334
144,2.09503374515
145,1.35775080325
146,2.59229412445
147,2.18331258798
148,1.23893343661
149,2.20795280447
150,1.56763185107
151,2.57637660101
152,1.6195274981
153,2.43019270629
154,1.37553654369
155,1.58199149554
156,1.5652680461
157,1.18612653259
158,1.17462121792
159,1.17497931467
160,2.6285829053
161,1.12124746342
162,2.27184595523
163,1.67044273909
164,2.01157634161
165,1.6915875162
166,1.86127050604
167,1.27821561101
168,1.47313582221
169,1.25785654508
170,2.47268660651
171,1.13370190734
172,1.86066154948
173,2.38691385109
174,1.18287853645
175,2.87012843219
176,1.18150786718
177,1.09820495034
178,1.83557712515
179,1.70492377428
180,1.99771754625
181,1.66718229786
182,8.90240787471
183,1.81213847498
184,1.83849071999
185,2.38447273109
186,1.07034319064
187,1.09352690418
188,1.51062050421
189,1.52871427923
190,1.13420965462
191,1.74103689936
192,1.74915638153
193,1.28252724097
194,1.47612245161
195,1.92619669602
196,1.29152929597
197,1.59726494331
198,1.39042153058
199,1.52518966833
200,2.26143194265
201,1.01407444649
202,1.73330039241
203,1.70749033414
204,1.14234456915
205,2.17680746543
206,1.10653959638
207,1.37770373395
208,1.3878774584
209,2.22846232198
210,2.40364852278
211,1.37174160382
212,2.51025267348
213,1.27821713941
214,2.06649791243
215,1.30425892623
216,3.39266444183
217,1.36959451178
218,2.10358429014
219,1.10653738937
220,1.04959633663
221,1.58207179219
222,1.98304322571
223,2.2805119931
224,2.1291914663
225,2.56145115373
226,1.75495515378
227,1.82270839484
228,1.17163713327
229,2.0985305227
230,1.38661666376
231,1.41265824612
232,1.68927011816
233,2.59265283914
234,2.32575835609
235,1.29708685164
236,1.29042402596
237,1.46081967889
238,1.54608848148
239,2.35523267698
240,1.37605081068
241,2.14011647956
242,1.11550240698
243,2.40553399438
244,2.0927606712
245,2.10121580248
246,2.05192114894
247,1.07718821932
248,2.78081485004
249,1.25670108501
250,1.31836626116
251,1.13005144971
252,2.08120687564
253,1.18960062067
254,1.71140415458
255,3.32521440803
256,1.84505360443
257,1.10896964625
258,2.69723907925
259,1.56464014478
260,1.21427262206
261,1.03847019259
262,1.77131225315
263,1.79307186893
264,1.24047623866
265,1.93816533844
266,1.69857244802
267,1.63581041847
268,1.88691170474
269,1.31777061918
270,2.45635506146
271,1.87159742701
272,2.52265310127
273,1.92451507125
274,5.01839800177
275,1.87072822181
276,2.32381932809
277,1.20720279159
278,3.79682209355
279,2.26715287081
280,1.66001135323
281,1.95247287217
282,1.46824031516
283,3.27291729045
284,2.05780126301
285,1.57152850312
286,1.94193846745
287,1.88402658525
288,1.54512082605
289,2.15557965252
290,2.49316618243
291,2.98762649429
292,1.84055330264
293,1.96941940605
294,1
295,1.5935157192
296,1.76266854488
297,1.8939001112
298,1.82700773436
299,1.20842950466
300,1.15382737353
301,1.61404253721
302,7.08542888277
303,1.65785680787
304,1.17728499437
305,2.06802278912
306,1.97124084611
307,2.24855555116
308,2.97631367101
309,2.21139678713
310,1.53793698016
311,1.57691203441
312,1.29503494309
313,2.07705842294
314,1.91713288126
315,2.4590757709
316,2.40868566945
317,1.54089167722
318,1.89500544061
319,3.4298462814
320,1.20945426102
321,2.63466449821
322,1.43716084495
323,2.13562737537
324,1.67737743729
325,7.08745077275
326,2.04304196127
327,1.74652401607
328,1.77581873415
329,1.19424897452
330,1.50401176212
331,1.38014871738
332,2.45385266832
333,2.72422870857
334,1.67434294646
335,1.27589986022
336,1.30428481978
337,0.982138000805
338,1.11318177265
339,1.26063295046
340,2.7257434709
341,2.13572230016
342,1.53260019887
343,1.16541629169
344,2.5834603791
345,1.73346190578
346,1.32489446192
347,2.03136075279
348,1.07334518405
349,1.94283796462
350,2.04237442429
351,2.44561250092
352,1.98138704077
353,1.63705625544
354,1.84573400609
355,1.66607983177
356,1.26379915845
357,1.3537786142
358,2.51504331261
359,1.29342330468
360,1.49378708485
361,1.5532487542
362,2.23707062001
363,1.01788817824
364,1.91874522242
365,1.35553040872
366,1.05127887615
367,1.12966452059
368,1.22092244448
369,1.1054198005
370,1.87890348197
371,2.21731684452
372,1.62570004441
373,1.69414537152
374,1
375,1.16188460026
376,1.66504384049
377,1.44939469975
378,1.98354448883
379,1.71163067769
380,1.31963470718
381,1.95846966822
382,2.1530909248
383,1.96645610701
384,1.6868717856
385,2.08557813294
386,1.49004077855
387,3.1233462059
388,1.94356831252
389,3.28537995443
390,2.10157783769
391,1.25776920288
392,1.42875891179
393,1.06673834575
394,1.26877507504
395,1.09055660689
396,2.07996999354
397,1.20125795391
398,3.50784818786
399,1.5338001223
400,1.35335951464
401,1.04090281579
402,2.21427378056
403,1.55256734481
404,2.34914367902
405,3.29560113146
406,1.75556398186
407,1.59181551271
408,1.27031145049
409,1.60527488734
410,1.84687435141
411,1.07322629164
412,1.60445506602
413,2.27395809677
414,2.31357948311
415,3.52048270121
416,2.1537843951
417,1.96647875122
418,2.54892024844
419,1.94477785012
420,1.21199745284
421,1.19317312087
422,1.17341380389
423,1.34761085178
424,2.32251071282
425,1.86328621378
426,2.2559520156
427,2.19629023686
428,1.65398648089
429,3.33743714385
430,1.13735561746
431,1.48132555649
432,1.99951049102
433,2.33970987115
434,1.15765434074
435,1.90253907293
436,1.30113827834
437,1.14649675115
438,2.69104489535
439,2.43223624689
440,1.352951658
441,1.45255747632
442,1.76101577494
443,1.18809020274
444,1.9843563468
445,1.38564996316
446,1.13891863712
447,1.2494064809
448,1.38063792288
449,1.63403610745
450,1.62649136912
451,1.08273129719
452,1.95435805949
453,1.41338352489
454,2.00325020249
455,1.29254349109
456,2.1136162879
457,1.76300084811
458,2.33791701469
459,2.49557319483
460,1
461,1.05761306088
462,2.30409128437
463,2.11833827378
464,1.8801685577
465,1.19663776571
466,2.2088517982
467,1.78814815712
468,1.62440510058
469,1.33906483848
470,1.34455515188
471,2.07555078423
472,0.989680363912
473,2.31495249382
474,1.94549765592
475,1.68343999984
476,1.78793393456
477,1.45883352058
478,1.36142682885
479,1.79469205388
480,1.14892527973
481,1.61258374766
482,1.17394155658
483,1.06246528568
484,2.42556234909
485,1.85605607241
486,2.0785012723
487,3.04996398549
488,5.19748506435
489,1.96407421095
490,1.29793736645
491,1.69174152083
492,1.06138096351
493,1.57365760052
494,1.05161752223
495,1.33870768137
496,1.32185984681
497,1.19714142064
498,2.1417990309
499,1.85407082903
500,2.18989011629
501,1.64578363959
502,3.18683288702
503,2.2260059439
504,1.36580633632
505,1.46174464089
506,2.57578456682
507,1.05504430317
508,1.45557628383
509,1.02995699244
510,2.17997603668
511,3.38531857791
512,2.38162266874
513,2.24710246094
514,1.30340267758
515,1.42470207684
516,1.18881663211
517,5.55594578912
518,1.81659114805
519,1.71163223544
520,2.76635422771
521,1.18843352201
522,1.14416782157
523,2.58742112069
524,3.34836447682
525,1.65394793805
526,2.15262341374
527,1.2210692734
528,1.33000120267
529,1.28823044112
530,2.4964545377
531,2.53885818836
532,2.36818464922
533,1.43901088173
534,2.07011758456
535,8.09762804997
536,1.2238801541
537,1.03268156537
538,1.64352948578
539,1.14699293738
540,1.48783701459
541,2.75374678983
542,1.80527995312
543,1.58196339444
544,1.57125920305
545,1.94513638363
546,2.7015713108
547,1.32040811056
548,4.086300358
549,1.95030800748
550,1.21408178738
551,1.52569344026
552,4.14759939229
553,2.42547314691
554,3.87067094283
555,1.99783042649
556,2.34938665025
557,3.92990901893
558,1.34508729516
559,1.06678177214
560,1.77578391495
561,2.77438654205
562,2.34613356147
563,1.92245814477
564,1.75629130068
565,2.0815525354
566,2.13161793074
567,2.41313124633
568,2.21757778911
569,1.29776939715
570,1.2226987969
571,2.38392444265
572,1.82876027465
573,1.15404288519
574,1.50588321555
575,1.80367499574
576,2.33338028607
577,1.85595955968
578,2.1772057318
579,2.0664355118
580,1.91561875406
581,2.0541690568
582,1.1053944991
583,1.49395116683
584,1.20265151447
585,1.04608523844
586,1.53783777407
587,2.14401722588
588,2.99695006118
589,1.83432404942
590,1.26451067484
591,2.81480583433
592,1.42174480895
593,4.55183337584
594,1.69488846544
595,1.44496103605
596,1.78946122377
597,1.68881196388
598,1.17971468796
599,1.61978525704
600,1.0623052812
601,1.44208895695
602,1.12538096115
603,1.73392909467
604,1.52837029163
605,1.20578436531
606,1.83650717091
607,1.87373814248
608,2.25919127854
609,1.63002437448
610,1.07275056082
611,1.43768738465
612,2.24378348776
613,1.94729906041
614,1.128412726
615,2.77396539818
616,1.25126329467
617,2.09327616902
618,1.24433473087
619,1.68446538786
620,1.89260366727
621,1.4696514741
622,2.01890198428
623,1.82546698258
624,1.63170894335
625,1.17497056533
626,1.06868237002
627,1.05668376378
628,2.44047542303
629,1.43814897367
630,1.74070759305
631,4.96715008614
632,1.07612687296
633,1.78317929377
634,1.94308107942
635,1.66205237712
636,1.93443969737
637,1.73664075044
638,1.94377314431
639,2.21782618369
640,1.19865106345
641,1.72948019419
642,1.06933383108
643,1.94964142301
644,1.78915297875
645,1.64809921142
646,3.30506947865
647,1.682705212
648,1.24626022073
649,2.10177386312
650,2.01723640799
651,2.08480768449
652,1.71488903139
653,1.11126303846
654,1.10636712989
655,2.59084655693
656,2.20652803641
657,2.10178047273
658,1.29246762186
659,1.87424743333
660,5.49474616165
661,1.08988188913
662,1.18260418094
663,1.84624801984
664,2.62495902985
665,1.07705429162
666,2.07106813341
667,2.49014446298
668,1.73837134642
669,1.34909561348
670,1.4706006944
671,2.59735355199
672,1.04113481291
673,1.79635124987
674,1.8056849562
675,1.20999162339
676,2.52966404139
677,1.55483391587
678,1.27774127536
679,1.42751189195
680,1.31130036123
681,1.11012868283
682,1.70105206049
683,2.4302477069
684,2.01319463873
685,1.74728697999
686,1.37208298457
687,1.94049140261
688,1.53528254257
