count,overhead
1,3.21279557608
2,1.55286359431
3,2.16505531222
4,2.48599399578
5,1.2729394293
6,1.53055441866
7,2.23291016078
8,1.52538460585
9,1.79311667029
10,1.18560875829
11,1.07056148599
12,1.69755193031
13,1.20282465526
14,1.72274909703
15,2.09239072063
16,1.50004157794
17,1.80957815453
18,2.62587123085
19,1.5411058345
20,1.55366715934
21,1.15529563379
22,1.55194438821
23,1.89381864684
24,2.01184986165
25,2.06679295505
26,1.20866571013
27,1
28,3.20714164714
29,1.21564142808
30,1.5777463318
31,1.24493031308
32,1.51466993066
33,1.84986121191
34,1.51990163264
35,1.07355017281
36,1.72470186386
37,1.62699173465
38,2.00135251471
39,2.01559558402
40,3.90760081396
41,2.01571273161
42,2.12516694216
43,3.46304282001
44,1.08149520381
45,2.58506413945
46,3.09424420177
47,1.55504593062
48,1.78612764338
49,1.74149541793
50,1.61746729282
51,1.45729584238
52,1.86191225166
53,1.86853692155
54,1.06574389645
55,2.62920342766
56,1.77296957789
57,1.67278028017
58,1.05629581255
59,2.73531652672
60,4.16294141029
61,1.81326495511
62,3.01212359491
63,2.23173425648
64,1.42781707761
65,2.24125244398
66,1.13836406446
67,2.31798560215
68,4.38323863584
69,1.19939319279
70,1.47368859416
71,1.08486386083
72,1.38902510358
73,1.54500937159
74,1.07275406098
75,8.95853519353
76,2.40389894227
77,1.49639728382
78,2.0575707985
79,1.89462312549
80,1.74720105854
81,1.97765154208
82,1.2426778716
83,1.57833631387
84,1.56273001642
85,2.06655524732
86,1.85557763193
87,1.0454995582
88,2.99840478212
89,1.66062364671
90,2.7198665828
91,1.41134655736
92,2.07194423274
93,2.07725914803
94,1.9933208574
95,2.48988185467
96,1.10038303558
97,1.73278533908
98,4.18654638151
99,1.55865304657
100,1.87332971598
101,1.70546175039
102,2.0503689603
103,1.13990710662
104,1.5268105073
105,1.284897435
106,1.78561597658
107,1.62199737688
108,1.36647354848
109,2.92063120995
110,2.2471368302
111,1.91715537779
112,1.72759649496
113,1.27150034879
114,2.04166214558
115,1.58667195557
116,1.27979083742
117,1.17933663733
118,3.83988607314
119,1.40606052674
120,1.88622968449
121,1.38933333652
122,1.84535844807
123,1.10925694775
124,2.49518644626
125,2.05658395036
126,1.42548384984
127,1.40778886835
128,2.08292735195
129,1.62284985485
130,1.46389761997
131,2.04300179302
132,1.92878855824
133,1.52030084744
134,1.32911837559
135,1.47199004548
136,1.41480573061
137,1.29417643521
138,1.43046307911
139,1.96330632247
140,1.27874356871
141,1.05532827833
142,1.26582278481
143,1.15720901244
144,1.04308806358
145,3.16240698517
146,1.17453033436
147,1.97340477896
148,1.11960807462
149,2.29912199533
150,1.75856866912
151,3.02904760353
152,1.1462212944
153,1.0578518343
154,1.14499457101
155,1.42036588314
156,1.88334674903
157,2.28443516494
158,1.15253701354
159,2.20444850196
160,1.5245484007
161,3.21727831064
162,1.46325112555
163,2.27575160856
164,1.22883768554
165,1
166,1.74955608419
167,1.66272895736
168,1.5213753865
169,1.04533319332
170,1.43940367352
171,1.75438637243
172,1.70489288994
173,1.71400816679
174,1.49273806847
175,1.43238898303
176,1.19839440888
177,1.30014024147
178,1.67422206718
179,1.68967672698
180,1.10095371164
181,1.71066831588
182,1.18835891581
183,2.15879253985
184,2.32415741444
185,1.32269217936
186,2.5040473406
187,2.58039542063
188,1.25646670777
189,1.45354833734
190,1.4548744754
191,2.28868865383
192,1.36072048298
193,1.20075795967
194,1.29593337639
195,1.85666964601
196,1.66473740327
197,4.80578778198
198,1.85784321599
199,1.86432255632
200,2.84262384328
201,1.35057810814
202,6.62857946169
203,1.54452079266
204,2.42039587869
