overhead1,overhead2,overhead3,overhead4,overhead5,overhead6,overhead7,overhead8,overhead9,overhead10,overhead11,overhead12,overhead13,overhead14,overhead15,overhead16,overhead17,overhead18,overhead19,overhead20
1.91180471579,1.50362059799,2.01190908068,1.46397366092,2.48604548837,1.0,1.19622543835,1.99038879114,1.07660722211,1.9146886122,2.4448949598,1.04729748677,1.90564856434,2.12967845954,2.50223006015,2.05068400299,1.2892303123,1.14309573038,1.51466993066,1.20571298418
1.03160982804,1.43549056615,1.19884812712,2.61058632539,1.62576972482,1.60660412801,2.01506132256,1.77264059058,1.45800578253,1.97401587483,1.75868528581,5.47348351666,1.2199425267,2.27040096082,1.52074750329,1.04363643353,4.51798138593,2.27466616404,1.84986121191,1.44958252571
1.50665435523,1.83389475194,1.31708150686,3.95902753246,1.12921120348,1.5115970996,2.09088481168,1.59620403195,1.3898774362,2.23701259227,2.74904542282,1.77107561017,3.73908920771,2.09530090551,1.40902952597,1.08197569936,1.16778743251,1.17475748623,1.51990163264,1.93380176078
4.48529996384,1.37076390075,1.31491326474,1.40262579708,1.64289432125,1.74105737564,4.79400109946,1.86764321773,3.7817431603,1.18162586823,3.60134339443,3.84919111445,1.52844772984,2.18154836726,1.09832675441,1.62192837227,1.54890518089,1.58292128216,1.07355017281,6.19898022224
4.10425622462,1.84511195211,1.47493288483,2.43984402551,1.70196565448,2.57849926936,1.22751341414,2.70703577267,2.30920160079,1.18055349973,1.16776303906,1.61120405529,1.50382616754,1.62391963434,2.76891443062,1.22318285874,2.35668094465,1.52864990748,1.72470186386,2.99696509739
1.06693983837,3.20676425446,1.85546095317,1.12888747583,1.613440632,1.97620264296,2.43637021825,1.17156113242,2.63383509318,1.86333455689,2.86027616353,1.17811428135,2.31786514711,1.21099154238,3.41121847279,1.39835213795,1.47338485514,1.06091535274,1.62699173465,1.30541253266
1.58041548076,2.06743003233,1.41811096732,1.75134451709,1.63192894236,3.60638703768,2.51349014271,1.23637398438,2.01416556041,1.07013331711,2.53474832161,1.6234805407,1.45055260398,1.51519504014,2.34276502377,1.97605563983,2.40798507101,1.09392606594,2.00135251471,1.47994206471
3.5637232449,6.28283161824,2.37383594204,1.57128472595,1.66074494151,3.42363372976,1.43366438077,0.991718467476,1.4687491264,2.77156397488,1.46647795582,3.63966662463,2.11759736136,1.0138636411,1.72195238718,1.18685161727,1.26918925521,2.24905520373,2.01559558402,4.18687331177
2.08593765725,2.56526641858,1.21493073946,1.85778633035,1.21738104431,1.87741146913,1.97458595963,1.08311131328,2.0051896459,1.79287244562,1.36644773352,1.30677419042,1.74532226856,1.72210231823,1.38840202455,1.53731305604,1.17640823607,2.77985565631,3.90760081396,2.11790858961
1.14745596669,1.22775214634,1.94707365966,1.72242677189,3.43199015375,1.09795838889,2.28576683411,1.26175773503,1.76308731244,3.13281780162,1.22895323478,1.42469872033,2.07225333554,1.44802009309,1.12424050242,1.36751892451,1.88438645453,1.03919352486,2.01571273161,2.15249332567
2.04745119583,2.37836208236,2.12971374529,3.29727281128,1.81633185056,2.24833974812,2.29247492849,1.94398731055,1.24607680503,1.48421922276,1.55843618294,1.17056081113,2.26324280919,2.01724105463,1.0,1.23761881483,1.46797972651,1.42003628162,2.12516694216,1.85500067314
1.87181732567,1.73514195403,1.74602529721,2.20917400517,1.76909347639,2.13174566261,1.59807261259,1.20920447457,1.30507421864,1.96152995142,2.06728285674,1.81306600613,1.23134681135,1.35486052365,1.85738969259,1.08318898207,1.24554475244,1.5132452974,3.46304282001,4.68642918055
2.00016788641,1.43028810131,1.19360488214,1.65107980512,1.37651027559,2.14778188153,1.11656664197,2.40158745412,1.81490091268,1.50874824525,1.12309329403,2.11127559468,2.15507441069,1.5002299909,19.6426302183,1.51176447455,1.9711303771,4.28960428677,1.08149520381,1.94900634067
1.88075557925,1.48046733109,2.61001738608,2.27074855864,2.92740670869,1.08476652733,1.55873800364,1.86505700102,2.26812946095,2.31286583049,1.15960016474,2.68211709407,1.84476635758,1.61447302083,1.20934576367,1.18435232703,1.08363027846,1.09834050416,2.58506413945,1.97731801405
2.2997943369,1.73801184135,1.00732102647,1.12624780976,1.758059959,1.66228024299,1.14536833105,1.26425622945,1.19021429423,1.1949365815,1.0950928181,1.99937585492,7.41467021861,2.4820264798,2.38504317347,1.72281166904,1.791089705,3.0379513815,3.09424420177,2.01739461209
1.66854611781,12.7355189358,1.13849766417,1.12745395287,2.35910681886,2.40635439246,1.37003563474,1.83223293406,1.23828105328,1.24247407059,1.54220748403,1.40394497496,1.03961896832,2.05003245612,1.80017017677,1.09633516751,2.62350078797,1.11303645269,1.55504593062,1.44698362287
2.33753934361,1.67770439337,1.15604079254,2.05040393265,2.03974913868,1.23926004647,1.1304214124,3.71194406509,1.27985530636,1.18739048652,1.64138411206,1.88378635176,1.26166351721,3.65851067954,1.74566494825,1.18533238374,1.86133957113,1.54159406317,1.78612764338,1.52937118236
1.65420610311,6.21002650737,1.38942612131,3.77352607774,1.64255109558,1.42910326471,4.68640346417,2.07334149157,5.83943099103,1.42731106894,1.67400412008,2.05127083442,1.60805207323,2.2585090433,1.48699390936,1.06331525943,1.90868249416,1.98545861338,1.74149541793,1.6762803624
2.34826959761,2.15545357193,2.68364573314,1.14727724203,1.37704574208,1.32683545571,1.54638640263,2.028560668,1.43429483946,1.14354141119,1.72522033837,2.00029955317,2.0621237971,1.31682292933,1.94941170255,2.02511926727,2.92837625627,2.08177317599,1.61746729282,1.67093119742
2.17466403117,2.72442401239,1.17618030068,2.1329030396,1.29176751987,1.43891511065,3.48949492407,1.20301378949,1.17631646208,1.74926584527,1.08881603436,1.4856729587,2.72506098282,1.17045982188,1.17716473189,1.21368645007,1.20492815616,1.17362307172,1.45729584238,1.33400247611
1.17605324153,1.72388557331,1.92702080981,2.78140150554,1.64838087934,1.89863107211,1.77285944498,1.74979507294,1.68086774217,1.84876836763,1.79027877741,1.81680068547,1.1958642508,2.69444519368,1.13661082944,1.35683422164,1.81952114744,1.43795324373,1.86191225166,1.19365336757
1.08796245295,1.51810283127,4.75658659318,1.4700790994,1.6917203194,1.96522808729,1.60503411814,1.88225030932,1.69775981273,1.88704409651,2.36120684074,1.89151235212,1.64972164681,1.07471737062,1.35888441767,1.2745749026,1.77769441225,1.88128461008,1.86853692155,1.69366481194
1.79735225721,4.63607681065,1.33682560634,1.26301301167,1.79151690048,1.67267046909,1.28588445049,2.15862318675,1.11585100729,1.1576232204,2.31167975981,1.97634805326,1.79756732446,1.69952226977,1.22733243589,2.13146497588,2.67715847806,2.05707822719,1.06574389645,1.32684129141
1.74349201055,1.64545002919,1.27087961187,1.1752650833,1.49854165136,1.84424268525,1.05002882735,3.55267096677,1.92957283179,1.8630936451,1.20301252169,2.25335344683,1.63961857548,1.13965074147,1.17946591148,1.76369818206,2.2795238855,1.27087157069,2.62920342766,2.21168628119
1.51892394265,2.50333266003,1.10368676509,3.17452123734,1.7250775174,2.25719071699,1.64039223022,1.08884477763,2.55927087981,4.31432248283,1.1808452962,1.83653032552,2.24749850168,1.52798706437,2.3023771614,1.9740509852,2.63387768625,1.36460687992,1.77296957789,1.08063951453
1.52430454903,1.4212528726,1.31442504172,3.03459323751,1.44821472656,11.3270769881,1.13296878264,2.11713982528,1.77781448393,2.4271344214,2.54781834296,1.54150467618,1.51279422089,1.70737975194,1.10363487123,1.12056718035,1.19255530947,2.0677457195,1.67278028017,3.49579772167
11.9273222702,2.40549019203,1.80207068179,1.885786631,1.23805548372,3.87052909687,1.65446932083,1.10616542778,1.71858003956,1.20593845742,1.33412493438,1.08492689964,1.60375372661,1.44708026633,1.62905408542,1.24580416964,1.1224107118,1.92100970307,1.05629581255,3.69953268002
2.04488478773,1.60016785746,2.74682564122,2.26270679939,1.4757771442,2.60168760174,1.75839284812,1.09081605729,3.00882800836,3.20855060702,1.09120440285,1.44948126943,1.48625097933,1.89537960085,1.13445512579,1.78708820765,1.17730115251,1.60630993612,2.73531652672,3.10182897209
2.18958118091,1.13832670112,3.00571320079,3.09562227425,1.66042610066,7.73646614229,2.02298921,1.14146839314,1.12023992411,1.61542026508,1.56003881521,1.49489636018,1.76103954293,2.72235252214,1.49257082769,8.10170834322,1.24869381428,1.91535028465,4.16294141029,2.01989073562
2.11753356389,1.33906960509,4.57249280282,2.27691911979,2.4788636672,1.93503694217,1.70927386137,1.78364915392,1.00665079692,1.14537645248,1.27206228253,1.71970016523,1.08357502687,1.04026429584,2.45540156466,2.74613402152,1.92389484719,1.16719416206,1.81326495511,1.00728815403
2.20548724401,1.75627094153,2.13115306376,1.90819741285,2.46432214574,1.84117675634,1.52705118919,1.11765292885,1.24595906147,5.48431867877,1.1708923103,2.27330496816,2.16974178503,4.45413362936,1.57433833252,1.89169715688,1.23292364629,1.87063911167,3.01212359491,1.89260106034
1.17998946736,1.43980539319,2.19192065456,1.84001125404,4.97807564482,1.78224682141,2.09881749909,1.13692254678,1.76794189912,1.63400369097,2.14046371421,2.33820177087,1.4777518136,1.46003484954,1.56916835946,3.59340494099,1.23800002987,1.05723284337,2.23173425648,1.11255540191
5.01757162878,1.65104360105,2.08773110945,1.59962922975,1.9266243094,1.61636863172,1.25121656302,2.9205902542,1.12427772709,1.92240252448,1.61350550093,1.49678785918,1.13772066445,1.71547813128,1.94790177026,1.51022211196,1.10781237543,1.71191795849,1.42781707761,2.02165878093
1.59052715511,2.78764129809,2.51301650561,2.62905055855,1.6522615128,1.5941417582,1.09328643039,1.73797326867,1.49771251189,1.86877418937,1.14373858808,3.05203478405,1.50849835731,1.18486922006,1.3648691639,1.04861333467,2.34042084647,1.61825973974,2.24125244398,2.44695606737
1.29276868746,1.52175636047,1.32484736252,1.50720623975,2.10491586883,2.46248824659,1.61872677849,1.33966835576,2.25231460711,2.15047041586,1.39909351354,3.13487285549,1.22565956544,3.41793315524,1.06368848237,1.6014495361,1.10861182986,1.08324857069,1.13836406446,1.8327407019
1.62169699097,1.09149885239,1.57530831223,1.07848136149,2.11616905768,1.68119082527,1.87407902474,1.38025189985,1.73944850826,1.15181567669,2.88699385226,2.16476407795,1.36512718519,2.72000635913,1.61670098996,2.09263258581,1.09864983067,1.31582725758,2.31798560215,1.02957322178
1.89023438866,1.09749544917,1.45418389933,2.02829730407,1.68985483912,1.29500735418,1.85597656466,2.89398415683,2.34054324625,1.22208529852,3.12783397168,1.1430472984,1.59177462978,2.54014348891,1.80768143728,1.06785982484,1.46047688908,6.60881139125,4.38323863584,1.73039079631
1.64806088369,1.58710816912,1.67885516328,2.33654504777,3.35044926758,1.49187955122,1.14866835713,1.67611597365,1.03899800388,2.22006645685,1.32186779719,1.2850738197,1.19167750125,1.51671178223,2.66107219259,2.03420321798,1.10435375593,1.22359566924,1.19939319279,1.93359218024
1.82954936123,1.36249509287,1.75717389245,3.14015798821,1.07337237191,1.09733767175,1.48681327048,1.85173755796,1.56519782529,2.28911963518,2.24144033701,1.73845932219,1.45814165097,2.04315356238,1.62657919456,2.59343653801,1.6894605906,1.64480674503,1.47368859416,2.11281640061
1.73273659415,1.87259971827,2.54160437163,1.68926932072,1.50024489142,1.72000171503,1.68246772862,1.38863544587,1.92792756562,2.08669298836,1.9530323838,2.41287360575,1.32767864518,1.85341114801,1.61291767398,1.06919325344,1.68472211948,1.16953225457,1.08486386083,1.1624730383
1.71395781671,1.27197187902,1.07226506398,1.71514009473,1.93611121278,2.34313728418,1.93955474219,1.84754300563,2.56224794553,1.7809528267,1.70745761443,2.03283349031,1.35778088802,1.55625209499,2.95275646374,1.53623017873,1.12062405675,1.53195466825,1.38902510358,1.06371546318
1.23861036689,2.47665643372,2.72820305364,1.80339697126,2.63427159656,1.91765028757,1.58707414902,1.73639733086,3.2934903576,1.97786267678,3.33655335231,1.54117166878,1.85444109114,1.22391430361,1.03274425516,1.75548622176,1.0477254914,2.20107673202,1.54500937159,1.72090937316
2.10336611302,1.06893172402,2.16872193053,1.23557993742,1.39975216559,2.92645852707,1.32811354829,2.09844080251,1.73534972329,2.10451464633,1.46898856571,3.22643888877,1.60466184798,1.50870091442,2.12141434732,1.0,3.05292497089,1.5214357072,1.07275406098,2.68246790642
1.36532267783,1.10544761717,1.08208989928,1.11188856558,1.35907465215,2.18708835929,1.08849960885,1.23853284013,1.14701704545,2.42583840756,2.40551952936,1.49056906959,2.11422172255,1.22720172878,1.0,1.37247072547,1.60663568506,1.95242100314,8.95853519353,1.85619354572
1.16671768838,1.85317321255,1.48649145798,2.08477453646,3.37423314466,2.27559123739,1.42269686852,1.08091995583,3.19124295817,2.51440213023,1.0,1.23679060462,1.57278984447,1.63616220048,2.62057805741,1.9021675068,1.09021342142,1.85716545798,2.40389894227,1.97806786382
1.10847079168,1.61453207206,1.14468446296,1.05569206839,1.48401044857,1.37530943268,2.51931837378,1.62009699578,1.23527539024,3.14967760445,1.45225202649,1.57828612297,2.87263865905,1.40530375667,1.15399694622,1.73324293274,3.0811576986,1.17419778175,1.49639728382,2.09238827841
1.34107616861,3.44282842144,1.91349175851,1.74126739432,2.30225807314,3.9008639692,1.24386339517,1.1777214212,2.49622093366,2.50789405278,3.08889177845,1.46447144631,1.76790640533,3.95349664842,1.89452639209,2.63153675435,1.55254364771,1.68599907162,2.0575707985,2.19096868645
1.22825706222,1.97923625856,2.07664363524,1.12408567326,2.66310716389,1.0782139907,1.15116967413,1.36119211467,1.12282038477,1.16661122225,1.66472697108,1.09247529841,2.16403788206,2.2384381211,1.48714751635,1.56492163502,1.25073691488,1.52888492984,1.89462312549,1.1415434512
1.19784000415,1.97278907872,1.29282722601,1.20460004668,2.04544913527,1.45738028287,1.85293380792,1.98498212662,2.97382863771,1.04042255686,3.90148297663,1.15904415674,1.52411487939,1.87286218781,1.0,3.59588511013,3.8123292306,1.25784070566,1.74720105854,1.90500861411
1.59046798188,2.02248184757,2.03075059893,4.82619190357,1.38871718676,2.40263156392,1.6169172313,1.64217875569,1.55877836182,1.18793192355,1.59145188207,2.21545927942,2.41957993653,2.21028624802,1.25014127652,1.57066738884,2.36512111202,2.16583961712,1.97765154208,1.34920979877
1.46528255461,2.14487476881,1.14696710833,1.27415676291,2.14101897556,1.416917579,2.51562240822,2.46055080262,1.71937514937,2.65237407435,1.0489982307,1.51491281346,1.68405144894,1.42163037105,1.17835447745,1.60512447786,1.18222296217,1.22796395829,1.2426778716,2.48409337731
1.81116900132,2.99301367954,1.04780708413,1.82506289352,1.30906655635,2.74569347071,1.51406272574,2.27437006837,3.4873174619,1.55621884305,1.81119304401,1.58273823635,1.43629026546,1.100299622,1.36413954314,1.35496730433,1.23317168448,2.05223155404,1.57833631387,1.65133695634
1.77762955609,1.1395915817,1.98394008562,1.85255227128,4.00836168305,1.61873920355,1.46271414109,1.40903804388,1.69458532688,1.18155019561,1.53902605097,3.01389406019,1.05824074376,1.23350390516,1.645614865,3.7242723987,1.24972800674,2.88222904471,1.56273001642,2.14131708418
1.89692172902,1.17395096113,2.34860319508,1.11199611749,1.10886555899,1.74348765774,2.00972075871,1.19335767512,1.96982496128,1.90549187747,1.6047366944,1.34734152378,1.36577516417,1.53477045039,3.42479830321,1.76748243298,1.27594703373,2.30469017698,2.06655524732,1.14730394455
1.93003237178,1.49263825777,3.25089035594,1.05257555878,1.95729070525,1.09441801462,1.19338806363,1.6680783429,2.16418217216,1.2101580688,2.20051019132,2.04039547946,1.48303223045,2.41091592318,1.97600891602,1.92763425307,2.46441659012,1.41707789948,1.85557763193,1.13533051265
1.92411269804,1.66941831505,2.61975249037,2.7380612262,1.16603945795,2.34091512467,1.99526446949,1.63121493484,1.33179972711,1.77388345036,1.27937867828,2.32923984655,2.72751646915,1.20809183875,1.93372865233,1.81254337879,1.19478090744,2.42204563884,1.0454995582,1.7840867928
1.65987948334,1.23170301595,1.12541147323,2.89904010546,2.43072274808,1.91703048932,2.75675604314,1.484020055,2.88782631403,1.52307386625,1.11635903505,1.39294018527,1.07420176326,1.05900788614,2.1050535548,1.11046260954,1.3500536399,1.5817431085,2.99840478212,1.36872978224
1.67338423155,2.26583121812,1.47543927081,1.57395464093,1.62227396943,2.32405127745,1.14848576313,1.13988517162,2.27739248834,1.04140144225,1.67638932055,4.62039866862,1.62794368941,2.30591665576,1.73209445291,1.08225619181,1.70953636455,1.47641136129,1.66062364671,1.36510063785
2.61144861211,1.61907499337,1.59118046777,1.55041517389,1.56543182601,1.12563385027,1.2211218116,2.84855484839,1.58240280936,3.26951846404,1.80550667245,1.18362067658,1.66449950685,1.99962338007,1.50931859885,1.80813928043,1.18569956345,1.04813393096,2.7198665828,1.93916225425
1.12145663656,1.25660594735,4.36402739832,3.31252991079,2.23398846143,2.8995053278,1.42156075747,1.93729140472,1.36458909435,1.41879796752,3.04829132444,1.25536414314,2.39626382211,1.96283719488,1.79192548617,1.73341695775,1.06365083962,4.78828773984,1.41134655736,3.41906231628
4.95854382368,2.89286060222,1.05032914726,2.9296245039,1.08261393854,2.85105143222,1.80813614695,2.22309564035,1.28643123604,4.03378566633,1.74236466005,2.35011349669,1.65450045144,1.2860708058,1.8954443716,1.18645606396,2.8213241707,1.17414872245,2.07194423274,2.18021283755
1.18370420155,1.80426182553,2.77415513062,1.28278151896,8.13748887765,1.86612504681,1.79377924033,1.13885241143,1.0,1.30997318734,1.90789913828,2.49131849161,1.93112543863,1.95662234138,1.52748833328,1.1655687887,2.0360026768,23.0400688983,2.07725914803,1.0915852157
1.04695749074,4.17933100409,2.19996188985,1.73765623645,1.45905944769,1.00022403226,2.92053263669,1.75851905504,2.67803567009,1.31414846688,1.55902973906,1.83941291866,1.53623966736,2.94541275013,2.38387688465,1.27929034713,1.07127313785,9.4304236895,1.9933208574,1.94396818546
1.31376506428,1.09462491275,1.22436486073,1.11602166701,1.94144720939,2.02151054712,1.75867643179,1.22367174939,2.2428581149,1.57426571899,1.28354669816,1.34519670795,2.37257864566,1.89637013373,1.93596213936,1.80147037289,1.40775971707,1.49734600479,2.48988185467,1.05150198979
3.21645297806,1.12659803826,3.93742344588,1.25450019411,1.33644336037,1.7548570506,1.17722817647,1.32403247813,1.50180940204,1.13023783172,1.5318783165,1.31058542209,2.25171399415,1.12196109214,1.26358721789,1.20993496444,2.15503439256,2.35572853322,1.10038303558,2.14394467206
1.61563129209,3.01046218399,1.11176458337,1.24256937423,1.66142968878,2.1101140065,1.2931823102,1.26163946525,1.02719634248,1.57913309219,4.3306844451,1.07245173765,1.53706438778,1.62063130008,1.31545319242,1.78456759138,1.26112989711,1.55075133138,1.73278533908,2.27464833377
2.07615390545,1.32486134135,1.05509011103,2.43186043135,2.7755745782,1.1811042172,2.3166831098,1.63271472568,1.69858715722,1.53162029768,3.23164143693,1.89612127618,2.09624979681,1.36942262043,1.21479855893,2.86981280105,2.88636560872,1.70028070016,4.18654638151,3.16182016487
