count,overhead
1,1.31428312914
2,2.45620676399
3,1.03692595161
4,1.68911773288
5,1.84321479451
6,1.06079268093
7,2.81293472035
8,1.30492969803
9,2.69062225721
10,1.0649819672
11,1.92454038224
12,2.5875225925
13,2.46311809172
14,2.09609671435
15,1.10830923153
16,1.4048195784
17,2.65530563212
18,2.25763933169
19,1.72585441737
20,1.481405945
21,1.59891492985
22,1.54727627267
23,5.828370116
24,1.3279674157
25,1.33511909412
26,1.87216424178
27,2.30314690721
28,1.46331618736
29,1.10971620197
30,1.49354284424
31,1.99570136201
32,1.27053279182
33,1.18886418847
34,1.7941083326
35,1.78665156685
36,1.95733076437
37,1.63831118127
38,2.39255554783
39,1.66712002163
40,1.14658925502
41,4.40550415107
42,3.67142145695
43,1.65973456492
44,1.17790938062
45,2.83708847184
46,3.91348012988
47,1.0837854248
48,3.04003920191
49,1.25090946824
50,1.55316510764
51,1.58085798268
52,2.62070891532
53,1.64458658671
54,1.0581734098
55,1.40525609777
56,0.999011544773
57,1.52817822965
58,2.09754641347
59,1.37141446317
60,1.99629519066
61,2.24135926835
62,2.19932835593
63,1.12371719735
64,1.64421754118
65,3.12341775035
66,1.55766416697
67,2.2215397333
68,1.2091205288
69,1.69945494144
70,1.56038167179
71,1.85902191622
72,2.43856298479
73,2.88968451893
74,1.31539829656
75,4.6234637619
76,1.0727711291
77,1.45430761994
78,16.0501591536
79,1.31287836015
80,2.23936412712
81,1.82651597887
82,1.51679115543
83,2.20621549318
84,2.03752292907
85,3.3427397897
86,1.08407859644
87,1.42350806646
88,2.20662171018
89,3.67159384338
90,3.16244859299
91,1.66083253889
92,1.8727688934
93,1.37574025947
94,1.29950390618
95,1.10742938527
96,1.49064841819
97,1.44954957103
98,1.59570549238
99,1.32294197204
100,2.2165984537
