overhead1,overhead2,overhead3,overhead4
1.4576759408,2.12695664979,1.45990302001,2.20579052169
2.18681226864,1.72775438662,1.57232247678,1.10402020034
1.83040448375,1.18887925935,1.79457042856,1.22985834729
1.66848509321,8.01198514296,2.94652066223,1.53356230429
1.74819073254,1.43702952599,1.04820168322,3.43424816691
1.31483929308,1.32547350571,2.37051125386,2.43249241096
1.69706037178,1.1740700826,1.82577627391,3.12355366635
2.52939400149,9.03795242423,1.65031367842,1.29745512077
1.08681165816,1.64985338737,2.70395400329,1.84153731041
1.14516136737,2.31469553392,1.48232315663,1.98223051484
2.34718490556,1.9318476785,1.67135791463,1.95432065008
1.99251396178,1.64747810331,2.56722395762,1.22529102365
1.72124927449,1.7220558446,2.99988572849,2.17902172923
1.34867747935,1.88867011066,1.4587129032,1.88070697286
2.28341029325,1.11123793977,1.14088504414,1.69120489521
1.5816868543,2.88100091814,1.48634525034,1.56464965736
2.31294161975,1.67732986381,1.45749041348,1.26639797051
1.2202015642,3.27708000805,1.37287273813,3.48544939131
1.32254772581,1.23609175268,1.17025943184,1.46974903764
1.50833259763,1.23780153793,1.38839756172,2.10914360571
1.20909104233,2.80373285019,2.21582310191,4.10860723491
1.03162566957,1.04073409311,2.29488637406,1.73144165112
4.62139574769,1.77819375938,1.81938318603,1.88893767015
1.22385314547,1.12979172508,1.14413917175,1.15864154682
1.57933838774,2.08906965927,1.2164437499,1.34485961603
2.05235107012,2.63861576453,1.79543892964,1.76685516777
2.81938008598,1.66970466784,1.45947686158,2.22792969746
1.81030808419,2.14759362308,1.29020062262,1.37560691609
2.86653015344,3.17032443738,2.84830226749,6.31371929285
2.90237463272,1.16782231752,2.1261215002,1.0
1.36560842063,2.01255628252,1.34665606972,5.21666045397
1.37538735806,1.8227212488,1.18608619945,2.71831281113
1.17639187316,1.56492557075,1.20558189803,2.10312400824
1.13777370019,2.10042355799,2.6111840078,1.85613576963
1.68930148221,1.23234500477,4.84656208737,1.84486826066
1.26190836746,1.09510813611,1.31278470287,2.69317207546
1.8402586127,2.16327369595,1.44787975099,1.91520664197
2.41180368489,1.09973462504,1.3151337546,3.62858781815
1.62293962119,1.2313951083,2.27893191,2.05341858696
1.44948751241,2.26482111359,1.7526424404,1.81062656447
1.72255973821,1.94642615502,2.00224358582,2.47967738032
4.22876689157,1.18745064043,1.12430193453,1.433834123
3.17261743948,1.19942367837,1.65108169596,4.73254635225
1.48258558784,1.15729811273,3.48445095224,1.58190962548
2.60583216097,2.21200628421,1.63865569494,2.08548928375
1.07390785173,1.97977381538,1.43202188042,2.02144857331
1.92909085734,1.65921690431,1.2527054813,5.29640442873
1.09272153333,1.32986859664,3.30633337953,1.22479426284
2.05582304624,1.0725395107,2.4798010438,1.89983099797
1.42355109374,1.3059738766,1.42858600598,1.73755549876
2.50993595591,1.62812612501,1.45924568869,1.10396534689
1.59197973266,1.85132351656,1.13772625951,4.13425188774
1.49002660839,1.41195215416,2.12757387152,2.32174074551
1.13161330015,2.04379427704,1.22999349725,1.47909576351
1.47829588896,2.54389410087,4.3366335477,3.02896610118
1.28387341419,1.13213551149,1.88559793247,1.94396051976
1.33154938514,1.02173746456,4.20247427253,2.27730597817
2.98725898145,2.48483517799,2.44078269372,2.41186927655
1.10422572352,1.8862038959,2.86978702326,1.82449562637
3.9068520248,1.99608465618,1.13403733733,1.57063894635
1.99404047346,1.32655304822,1.81230641776,2.85512764418
1.34736646512,1.32915922322,1.18952501977,2.1609497649
3.55456413544,1.37517819352,1.64279740969,3.77244859244
1.99962215514,1.67615539872,2.53396945608,1.0
1.50708436448,1.13781396142,1.5225439626,2.17696393301
3.50346371097,2.28815393205,2.32847247179,2.08000482327
3.08121048491,2.33563646124,1.31836854509,1.93599590469
1.37312180292,2.14155370099,1.74207178974,1.39985447638
3.28884483078,1.02189314929,1.14355347814,2.83110743876
2.80035083195,1.7165432271,10.0485511574,1.60780460525
2.15533128704,1.44187895005,1.69003137181,1.41914546524
1.22694355906,1.58410950176,1.62821087687,1.37811805538
3.30133285153,1.54376702509,1.75433168762,3.05001693771
1.62095246291,1.8332439412,1.93761892941,1.84286027156
2.42463508886,2.15404004136,2.13747118816,1.22774382884
2.25055815686,1.14128978852,1.06366303314,1.17899299927
1.01365721435,2.00916403542,1.4582690021,1.86403658815
4.06983700984,1.06235980092,2.4280124994,1.66065873875
3.58487105063,4.07880629923,1.06529768306,3.22528113727
4.55671472193,1.93157240091,5.15752198258,2.31357445122
1.76318267665,1.70770260519,1.04118711535,2.01895469523
2.06287375568,1.25372058926,1.33618158889,1.24733217756
3.39702076167,1.83713021927,2.04253352892,1.40527011249
2.85226361221,1.9356219971,1.75965429409,1.88962298707
1.58097589128,1.9620399495,2.07371661738,2.04130789554
5.88435531652,2.03481268681,3.00426451966,2.65317788156
1.66854439884,1.24626533251,6.18276169883,2.84039473082
1.77309496026,1.17510440141,1.85292614705,1.10966628094
2.94214335405,3.02858343345,1.77991259323,2.00179291325
1.18537088523,1.27864111928,2.2699968582,2.85666499812
1.53641725369,1.4019702964,2.78042001522,1.37890225703
2.81323702398,2.93129785515,1.96533229291,2.00223959028
1.93466869209,2.34748181633,1.68332204956,1.54808149037
1.32933378566,1.05458590618,2.07636708365,2.26743403474
1.48685830599,1.78952742816,2.44944371233,1.30096519002
4.01071695714,2.58808231341,1.60465060428,1.5828593298
1.95193664123,4.61223210758,1.156665728,1.58600702482
7.87794196331,2.47492817483,3.21953711525,1.0844148237
2.05203141439,1.20242311062,1.19068825727,2.30496665265
1.49332489897,1.02147881031,1.22546930909,2.02223474195
2.06078935267,1.17930586903,1.60577269727,1.6029100062
4.5235667536,2.24372792752,2.03743839294,2.518453942
1.31378622744,1.81741649626,1.09497069608,1.06297108314
2.7798907818,1.42400922116,1.29048868613,2.34286874303
2.42041856514,1.78437251013,1.14757670799,2.54048499341
4.81258615278,1.55335552821,3.3018673911,1.26768213348
1.39474956016,1.13446192368,2.15240307648,1.49260523119
1.18767274422,1.19597549453,1.17411640649,1.47091721336
1.3576323794,1.64678628261,1.57301558078,2.24645673113
5.18175737457,1.08529577601,1.11252987084,1.56052536988
1.63787275188,1.42331796234,1.11078878456,1.58055295504
2.82713669448,2.15612450399,2.25838895762,2.07739236372
1.32643131453,1.14611668638,1.70284741636,2.00549998905
1.67127595611,1.30938281664,2.0020002265,2.36683877058
2.01034432794,1.56269828793,1.94472756173,2.93970557189
5.77437246829,1.84275459809,1.87677594379,2.06665674751
1.10604934535,1.68731453822,1.90491271874,1.64276774056
2.2618052538,1.03228024687,1.12226552266,1.94715499136
1.56224985211,1.23198440147,1.68041480368,1.44064531307
1.87742042406,2.23946216702,2.21206175079,1.70575131606
2.07005191926,1.99979533209,2.08674512388,1.2150922528
1.24822762481,1.059436441,1.10086805816,1.77880523302
1.24410180857,2.20668654165,1.80290875093,1.76599672446
2.35210756453,2.07544298055,2.21424715017,1.9119597117
1.75114578302,1.26855120775,1.92834506274,2.44506361946
1.70811753881,2.72570825245,1.0899711458,1.37800143351
2.7149395023,2.10708182637,2.06089614878,1.1583401373
1.36721367646,1.65029304871,2.46351844052,1.30942612218
1.04739623992,2.66870805045,1.50536614133,1.32743911625
1.61840781107,1.8166899311,2.22584918568,3.60494850138
1.54133837415,1.69850015704,1.61833965685,1.45158461536
2.25238299078,1.38983392883,1.5075833529,1.13807934841
1.65540602333,1.21168679965,4.25397807461,2.95925709671
1.72481208208,1.60564827158,1.68479946995,1.89653631085
2.04410403329,1.51916706014,1.41936388265,1.17540019606
1.13801533707,3.48423605152,1.00843549485,2.99134830916
1.36805217808,1.60791811517,1.77219665401,1.0008418952
1.27965394204,2.32775511736,1.6610215167,1.1388764407
1.47763761724,2.05552214924,1.22347432368,3.0540765805
1.5821384036,2.38441661205,2.71293317118,1.55531666868
1.17552260913,2.14145862977,6.12880962423,1.37462298729
3.36402202747,1.11004131558,1.05344208298,1.63154988349
1.91106404133,1.0591001576,1.84750144762,1.66393972607
1.48019762949,1.47405491223,2.0256006908,1.60768667655
2.25449403717,1.23953595486,1.84540258137,1.91187234982
1.09901954803,4.73831962333,1.12280226047,1.77287101656
1.66877170195,3.86037583868,2.5548897708,1.39703568104
1.44822349244,1.32385973727,2.11862586797,1.38000692108
2.40975820402,1.41721598294,1.53096713025,1.74545430353
2.00923790958,1.59001890237,1.24258411795,1.81350565557
1.19830788816,1.65479635523,1.92846329264,2.21100892768
0.997964729175,1.99910986835,1.88205779872,1.73408454643
1.15309608668,1.12113013715,1.43683497374,1.30035535478
12.7196804609,1.62258936928,2.51289463273,2.45373440287
1.13268083125,3.43669760861,1.92371018758,2.32041686079
3.56161068914,2.99045851458,1.53201983738,1.92186581587
1.3080526895,1.52166327243,1.9963730372,1.89263289799
1.95766152058,1.1246017206,1.40597562374,1.53839877971
1.18486044593,2.00076548065,1.94039660829,1.61730940991
3.28392519327,1.25142238903,1.91975333682,1.23091363811
2.58575085107,1.33748679531,1.87020724089,1.93068443703
2.07576571798,2.23167567981,1.08112328467,1.26198453821
3.29104528903,1.1014492137,1.28441596697,3.55930852809
3.81572556069,2.40893954353,1.67436139042,2.59825271129
2.18768584239,1.12578573697,1.20747543638,1.7057442218
1.8489389756,2.26139450695,1.14028995109,1.11232517736
2.61241511358,2.07227252941,1.19914102098,3.54767184035
4.13925971491,1.69182534871,3.29970398567,1.37284793549
1.53166427345,1.93763524473,3.41843925413,2.31587854247
2.00615371169,1.90790441343,1.6306131716,1.06231348135
3.8340241282,1.17134787794,1.06723800377,2.45586831734
1.30380243711,1.07390519616,1.53517588157,2.22599227726
1.06620107806,2.04183887936,2.28575458627,1.15541036891
1.2624136711,1.32055423865,1.98654526426,1.82734765939
2.00750489917,2.06287976565,1.60784250934,1.88030318108
1.03987231282,5.54806103424,2.12669278832,2.29396512798
2.37042858946,1.94909504023,1.09003712974,1.16241118727
2.00632792664,1.20369328317,1.24374415383,1.14680987527
1.7828018322,2.00375646813,1.20482268563,2.55996605547
3.85948195429,2.94868308495,2.15785093836,2.74519083027
2.00120265293,1.62884348684,1.20983466105,1.86038171688
1.2151109238,2.59567269461,6.11872066117,1.79666577122
3.15054571244,1.40587044534,1.10291909697,1.32414538954
2.45453680545,7.51723546068,1.83725611387,11.8200500222
1.35838882543,2.47397641125,1.68883019627,1.89737686341
1.83039001059,1.58906009372,1.12261900177,1.82893056036
2.92521957786,1.5955031704,2.01282880217,1.34569905626
2.97259222998,1.71798468054,10.4173934292,1.06327548189
1.37227537997,1.67138448806,3.20748438827,1.14763063613
3.5473022978,1.76184884109,1.65109345895,4.78625809689
2.25065508212,1.87123691951,1.60930126042,1.97736956339
2.11690766635,1.01007254363,1.17214624953,2.0078130122
2.15529576727,1.8969911428,1.55321601631,1.52561736593
2.17393271994,1.75346787442,1.21963629972,2.22054614717
1.85475430441,2.14664259141,1.65153293703,1.79563109875
2.28590383558,1.62568790404,1.49972797041,1.58779273742
2.91785291465,1.04209862765,1.61690534975,1.94681742223
1.330431814,1.80292656394,1.66740412905,1.49987409166
1.62861209928,2.37247335672,1.08678388105,18.146753735
1.78814107666,2.86575005517,2.08146322554,1.2317335429
1.53546084373,1.80136904473,2.06159442171,1.07286627845
1.63420400081,1.17245453661,1.77319139878,1.54071103945
3.43370248478,1.09445705609,1.38492145167,2.23912953668
1.52946591994,1.22574132583,2.29120380044,2.00903078691
1.62827001876,1.62419406773,2.4314609959,1.11169599202
2.2995380889,2.76251520437,1.99686187537,1.10211117449
1.0,1.70568084509,1.21225638802,1.48187034276
2.1809236629,1.39314470023,3.31554564709,1.50106222158
1.59098612993,2.42633097477,1.38283237697,2.47481456339
1.17738658476,1.40634129734,1.09644426935,3.67817531769
1.35592632824,2.6318264692,1.11412013719,1.93861334069
1.26295331505,1.06102519766,2.07194020721,3.20919521899
2.08361008085,2.75333843489,2.02594931989,1.44270643039
1.74536127059,1.2476011769,2.00124206639,1.07204735611
1.09956240437,1.68340392628,1.30414938555,5.11233424974
1.6966766047,1.96462050587,3.48053383127,1.49162371134
1.03314778449,1.68244400092,1.72478453837,2.21182246462
1.3702820907,1.06537801277,1.5935460849,3.02336511463
1.3792225663,1.55673576418,2.24145056999,2.23489591818
10.3057435701,1.5380393016,2.3674514116,2.56376651105
2.80043703082,1.13741310089,2.58448351997,3.06659635625
1.42374035126,1.18751263777,3.51527316684,1.22490280663
1.85880591513,1.14788897235,3.48128623558,10.3661921591
2.21498337875,1.07281349819,1.59618511378,2.35084835768
2.82306546798,4.64367343516,1.32852251861,1.57931631239
1.90690663247,5.07655986661,1.44531892645,1.99152697078
2.1863730134,1.15755584876,2.04892873646,1.20524418759
9.53675234686,3.07840768461,3.5029849142,1.5743969734
2.53601811159,1.10773336451,1.71351055679,1.98392299666
3.20503379558,1.89331029289,2.7292211209,1.9056032874
2.25707194991,1.51926579189,1.42378888871,1.93214085613
1.14598346379,2.20216508383,1.49710520675,1.98106238848
2.74054012798,1.77345260728,1.55441737222,1.43998417191
1.24043902761,5.71418079937,1.78949295095,1.1112585971
2.45604662736,1.07679544622,2.60296346616,1.04828576525
7.70996126685,1.71497332319,1.16492246237,1.33029187294
1.13603598638,1.67544019332,1.1937257623,1.70130307891
3.09261323622,3.13810696051,1.57039021249,1.72887192708
1.42784856008,4.08630208406,2.13196239754,1.6657383564
1.75845579143,1.77518887574,2.40860432513,1.68303740346
3.26030255065,1.41297658923,2.13339187004,1.38090084718
1.12777960641,1.7534537998,1.02885283352,1.71161041667
1.22030023313,1.72498681434,1.78582723028,1.75297573123
1.70355175871,5.16492903777,2.05059004202,1.64184664812
1.46777772746,2.84373394462,3.06747208796,2.03288189498
1.06838018767,2.8914804608,2.45263343804,2.60665580463
1.21525649796,1.05358971442,2.11068818111,1.8977588542
2.63240736964,1.56767259735,5.01035426186,2.88501459373
1.50868213826,1.95123858575,2.05128935486,1.99315715581
1.45885579823,1.0768729535,1.09876765068,1.41276575158
5.44233097076,3.89677471117,1.68447726312,2.4028204717
1.27793037442,1.65590151558,2.11283949064,2.27822991627
1.19689497709,2.34887712983,3.20332859528,1.11693743667
2.58029867788,1.34312876942,2.5212727234,3.55723793594
3.1071925331,15.4363606396,1.56841982955,1.45575889798
1.23317876661,1.9139780901,3.26779035435,1.05493605157
2.32753148896,2.73459803554,1.03669740969,4.20186772563
3.06038208214,2.30046963327,2.168429939,1.48905994438
1.93038756283,1.43568176014,2.4246684138,1.72598584629
2.16733856463,2.3279989435,1.55073748176,1.37758346544
3.42153874402,2.51114452382,1.24895036492,2.41574846729
1.14541465799,1.1854629797,2.37879186309,1.78451164525
1.13189028768,1.14212090585,1.31001126562,1.78705549342
1.62367035075,1.79637751511,3.74406979198,1.95162919462
1.90004484039,1.68416723628,2.96964906089,2.22353287779
1.56758580901,1.31295841042,1.1654745241,4.52673091725
1.0,2.67923994603,1.87683884209,2.71061143148
1.6986168742,1.53851622027,1.89181718197,3.72606547994
1.13811628972,3.49220051019,3.05537611782,3.15155696322
1.54634169382,1.97609341934,2.32184306621,2.35371511246
2.46825021171,2.69298467477,1.69966629808,2.78427118076
1.23391148281,1.45705166447,1.84691428157,1.19594356609
1.74855486801,1.52079610194,1.45904314564,1.43031604853
2.02883912219,1.35221941263,3.75077386217,2.32307275111
1.31841871401,1.1510976342,1.45448710822,1.92316272976
2.98247207067,2.93830923005,1.34630840686,7.26798129293
1.03920005388,2.44912042402,1.78483480591,3.58521722227
2.32995710881,2.38192797206,2.34716718411,2.20048058798
1.14074998768,1.57640731595,7.99335061828,1.72136936267
1.1805944483,2.65680102015,2.13425264435,2.50810184952
1.82021285533,1.17091993773,2.44407686981,2.31810602385
3.90420450898,2.21599050818,2.96943079405,1.9459663773
1.8190986124,1.74757998439,2.44864071579,5.54335627398
2.17678164026,1.42366138401,2.98396048372,3.05490763474
1.75824807535,1.42612249991,1.28927424523,1.44297396649
2.77380152654,1.24661198727,4.45617073983,1.06532365641
1.108267637,1.07773196111,2.78123940778,1.47221914432
1.3379691994,1.92319420324,2.09239112375,1.74705557122
1.06500841059,2.29130019193,1.19614385482,1.33770436473
2.61666916904,1.95644916677,1.12381389117,1.40642681167
9.58507706071,1.23288224326,1.95227003747,1.10339483072
1.08959363755,1.04131647622,1.43933576219,2.21997349289
1.54567234269,1.12571673586,1.31563155404,1.96785675742
1.34591323223,1.23835383035,1.93244063291,2.85874640921
1.5229594856,2.32596105083,2.2622846439,1.45080210519
1.4051016512,1.31354382046,1.71044677108,1.17839065549
1.1552857024,1.67383109835,1.77930521112,1.26553743012
1.5323883008,1.55805410237,1.82987301868,1.62888771606
1.78977497067,1.06528773726,1.86398040167,2.71830619842
1.19357072336,1.36939047142,1.92106752568,4.84464660267
1.45839202837,1.16603257035,1.60174233427,2.22208919386
1.15034953902,1.60831617179,1.46520782935,1.22788768023
1.65718838554,1.32800035992,3.45144839649,2.28444708966
1.50707072477,2.49752428991,2.05946495246,2.21960789721
1.60281138808,1.31482471074,1.98642349909,1.27464630383
1.67596243356,1.3117732319,8.33969988371,2.24493491355
1.78451176243,2.0710820518,3.31919407033,1.76529601873
1.25124600251,1.58391643008,1.11335400856,4.20688271189
1.11925857315,1.41360706129,1.53641784383,1.3338006915
1.99787375445,1.86351706378,1.17602419045,2.2332262732
1.88592880847,3.71374326398,1.14179009243,1.74780600009
1.48766346996,1.81823121862,1.6521191867,1.79017288229
2.26235707459,1.64802411706,1.81706507728,1.09690656566
1.3121495269,1.59926190181,1.12307730211,1.13146144549
1.11337081372,1.37015859826,1.32026127431,3.44984858349
1.08695249652,2.38808758427,1.61691783255,2.08133270212
4.30095429705,1.29419048178,1.45735282097,1.73320363084
3.25848362895,3.63536399365,1.65788924548,1.63777550668
1.16454491964,2.75755809919,1.45987869455,1.14652976471
1.0,1.21563977539,1.89380960601,2.04651992597
2.19805163213,1.35231135309,1.60002228216,1.5202364926
2.23539808496,1.09790908546,1.61862286896,1.19321249781
2.07284106669,2.08526367632,2.79517823484,2.16308243815
1.12417168122,2.22398128301,1.64981566023,5.49043202827
1.88963855699,1.53639154971,1.09334914513,2.94991136837
2.11104324437,1.65007868445,4.03863677173,1.97055967187
1.48188775039,2.36491047306,1.56439792307,2.64957301238
1.97094566947,1.67688487615,2.27550711084,1.28680084078
1.04131606964,2.5282129049,1.48157326944,4.27569832696
2.4404484905,1.94536574586,2.63040470493,2.69303017361
2.24333485481,1.1429091867,2.44059079752,1.68382002165
2.66932003171,1.55748159024,2.05034735373,1.41910830396
6.76142711638,2.2300121346,1.06239156343,2.06448138849
1.25668191993,1.15067197142,3.63226237666,1.76879476451
1.04513875218,1.92261670297,1.40203183194,1.39383140571
2.03585326231,17.5340690412,1.24080358558,1.97350284767
1.4256265995,1.1327769401,2.25652829513,2.04588136823
1.37250119229,1.12367683241,1.56265590438,1.59207980844
1.81603490454,1.25655902834,2.92415585169,2.17638576154
1.30658012949,2.23982974614,2.38338511384,3.28391534497
2.09805331886,1.85092140478,1.09742228007,1.77150471996
1.10473631884,2.14508648251,0.995841779718,1.58430810554
2.00346780218,1.50119838362,2.13593362201,1.29395905237
2.13586803296,1.71343417089,2.56348865487,2.13570924253
2.5360598188,3.40728868014,1.27636212504,1.97529532128
1.9333171666,1.77817651486,1.86191389108,1.65117418458
2.37011822239,1.15743142497,1.46804500018,1.08383708504
1.09315176333,14.4733720117,1.38820752705,3.47801452863
1.62703126011,1.70184449871,1.20437714199,1.69454960717
2.21607063782,2.76823116431,1.54619271611,3.7074933976
2.55489128474,2.06455321894,2.3738806089,2.20100804243
1.09296507559,1.83566599471,1.54419571841,1.18440688839
2.79649779898,1.99222428891,1.96619486265,3.95931141735
1.71180304793,4.95363409873,1.66118691475,1.43853750212
2.99551978666,3.36267867182,2.39782960827,2.8595809696
1.11756562606,2.05472783109,1.31788572725,1.53469888134
1.80863447618,1.57471915338,2.76259553002,2.50298674151
1.2667868039,2.13717194931,2.25248041992,5.67225374836
2.04786692318,3.30309944756,1.12772175321,13.8338703955
1.05202253892,2.27534214321,1.38525934379,4.67376132243
1.12040936144,2.66044716584,1.18174540528,1.37224471343
2.67735614946,1.86825294441,3.06935903134,2.22104250917
1.40300275529,30.0,2.53440897718,2.12959144039
1.57038702584,1.71791451208,1.65616749771,1.82797781803
1.34439304642,1.14049611868,1.37831136877,1.25530152334
1.63700967289,2.38901353402,1.92380287528,1.91596321615
1.14347941359,1.30692156107,1.04765505089,2.00968284205
5.90841395165,1.58594056785,1.58138746209,1.26385715332
2.70499781393,15.2838239746,1.24783763703,2.0312994192
1.95449805005,7.61544807902,3.17117092036,1.72625506196
2.39826152277,1.85535290363,2.46936592429,1.79045780008
1.59720201524,3.0802968747,1.91599784926,1.82886515255
3.00131825875,3.47015440609,1.80631041502,1.88703065732
1.05873829473,2.14674914582,1.09901115789,2.0229208265
1.06589594733,1.91095290732,1.43075908476,4.46866256021
1.14620020395,2.06945996498,1.7895471724,1.6288853094
3.83146992761,1.17448279335,1.85847559895,2.3114502446
1.95502678212,1.6357632105,3.08486242884,1.4453600448
1.70617166155,1.05241491657,2.40041029345,2.20077090962
1.14786450529,1.55373769091,1.37773478275,2.67307002612
1.73492030277,2.31744415443,1.8429851215,2.71398120666
1.48892535527,2.14695587885,1.92427654303,1.54226823742
1.10358255067,2.48839794888,3.32798284366,1.28953035904
1.26014060534,2.7596700761,2.29748601712,2.39821656935
1.71296590391,1.81575771987,2.48054279524,1.15002958546
1.14333755168,1.33601117094,1.27654150029,1.28767715905
1.30834996811,2.77335654445,1.84458276677,4.70743063691
1.24191574474,1.79923040246,2.1293950318,2.4161576002
1.68229381003,1.51058204645,2.17823241541,4.33699676956
2.67251038266,2.66827776146,1.22891433297,1.2044045778
2.32562836693,2.47687882681,1.15361957831,1.23202195436
1.14512885,1.93582810913,3.67288868377,2.54602205089
1.28406514269,1.39973675353,2.34641564732,3.15871199735
1.92689466409,3.72102394814,1.26383454444,1.41640882688
1.20112230885,1.62900269501,1.20483597573,1.62492432627
1.42878613612,1.59922029199,2.53294036794,1.17042171576
1.48932473787,1.12893706313,1.33840407667,2.84510400304
4.24613630426,1.85708970087,1.54639294681,1.87069831066
1.13573007368,2.68446385785,1.80562920143,1.94138873041
1.79497854725,2.69625689533,3.26212917456,1.36028000785
2.56611606346,2.36102760022,1.38771666155,3.47018756463
13.0571302652,2.62157691831,1.24305664212,5.69199728402
1.17200563333,2.40507888002,1.44772766279,1.55677439359
3.13473372999,2.01847167998,1.98834242872,2.16269737308
1.58769612347,2.2915150251,1.74805339208,1.22933377974
1.12063702187,1.78301125333,2.34373694358,1.22118611523
1.32110225616,2.75994491551,3.34247496025,2.80117853096
4.14479704277,1.59652860153,1.74085185338,1.35831727657
2.51126777847,1.85125431188,1.37695161959,1.27380452477
2.99560482145,1.83173171013,2.01076902749,29.0579135868
1.85445327585,1.68354085708,1.59900136413,2.88907219849
2.20534263151,1.45198592426,1.93206296253,2.19723130213
1.83226089642,1.17776959882,2.33346170073,1.38985481114
1.43746200288,1.17883088662,1.54249183219,3.59575333092
1.08947884321,2.54972011052,4.28918824611,1.44112434537
1.68956499981,2.24596939052,2.76861919971,1.51714789117
1.88068490015,1.28772825041,3.0438355424,3.48641988656
1.74483456392,1.45769531559,1.18326134244,3.50320387476
2.0381571783,3.02577202657,1.21704718151,2.10438713214
1.19452553592,1.80501357851,2.63377411875,2.19381696437
2.74593675483,2.67895929469,2.57115097773,2.07055664701
1.4961085109,2.47497498894,1.92980274406,1.13967880695
5.08387002871,3.01009491278,1.14155183374,1.59370659208
1.38687753795,2.89816934948,1.82344117607,2.03329020616
2.16012256094,1.69854299896,2.34863986233,2.48654896549
1.78554311608,1.96061586868,1.47902201598,2.45772902536
1.71297056293,1.41382820998,1.06291813771,1.40666053997
1.66985661857,2.1594402814,3.49416274989,4.04724063544
1.60238361678,1.63795925676,3.19704113881,1.19912609932
2.04678075496,3.07627585829,1.77293628938,1.04725394068
3.43773799431,1.88510561802,2.11257757642,1.31800940856
1.30714261293,3.50834706192,1.80905205619,2.00706862276
0.988065616141,1.43556867032,1.2698587399,1.05599648294
2.41839826557,2.21998407827,1.50670869988,1.30021603684
2.55447826874,2.02238062888,3.26788758156,1.19006760132
1.26680035562,1.77733406958,1.27489962452,8.02549437496
1.88189915899,2.92881419233,1.1727413058,1.86233069926
1.19703599469,1.70833332547,1.54531959812,1.90485961865
